,STORE_ID,STORE_NAME,Location,Coordinates,Latitude,Longitude
27,85,Potranco and 1604 H-E-B plus!,10718 POTRANCO ROAD SAN ANTONIO TX,"10718 Potranco Rd, San Antonio, Texas, 78251",29.435649487767257,-98.70359189938831
28,89,Kerrville H-E-B on Main Street,300 MAIN KERRVILLE TX,"300 Main St, Kerrville, Texas, 78028",30.050885542645002,-99.14446927194334
29,387,42nd St. H-E-B,3801 E 42ND ODESSA TX,"3801 E 42nd St, Odessa, Texas, 79762",31.891113000000004,-102.350898
30,202,Burnet Rd H-E-B,5808 BURNET RD AUSTIN TX,"5808 Burnet Rd, Austin, Texas, 78756",30.334257000000008,-97.74108
31,227,Slaughter and Manchaca H-E-B,2110 WEST SLAUGHTER LN AUSTIN TX,"2110 W Slaughter Ln, Austin, Texas, 78748",30.175425000000004,-97.825644
32,236,Wells Branch H-E-B,1434 WELLS BRANCH PKWY PFLUGERVILLE TX,"1434 W Wells Branch Pkwy, Pflugerville, Texas, 78660",30.44268000000001,-97.66420649999999
33,237,Georgetown H-E-B,1100 SOUTH IH35 GEORGETOWN TX,"1100 S I-35, Georgetown, Texas, 78628",30.63473291646943,-97.69167566558924
34,477,Buda H-E-B,15300 S IH-35 BUDA TX,"15300 S Interstate 35, Buda, Texas, 78610",30.087765000000005,-97.8214095
35,591,Round Rock H-E-B plus!,1700 EAST PALM VALLEY BLVD ROUND ROCK TX,"1700 E Palm Valley Blvd, Round Rock, Texas, 78664",30.51763385250054,-97.65840215753917
36,611,Dripping Springs H-E-B,598 E.HWY US 290 DRIPPING SPRINGS TX,"598 US-290, Dripping Springs, Texas, 78620",30.19157524554045,-98.07760077624155
37,476,Tech Ridge H-E-B,500 CANYON RIDGE DR. AUSTIN TX,"500 Canyon Ridge Dr, Austin, Texas, 78753",30.40526700000001,-97.671888
38,495,Louis Henna Blvd H-E-B,603 LOUIS HENNA BLVD. BLDG A ROUND ROCK TX,"603 Louis Henna Blvd, Round Rock, Texas, 78664",30.482647964452806,-97.65894497362805
39,398,Thousand Oaks H-E-B,2929 THOUSAND OAKS SAN ANTONIO TX,"2929 Thousand Oaks Dr, San Antonio, Texas, 78247",29.576589619510465,-98.44051431952266
40,463,Loop 1604 and Blanco Rd H-E-B plus!,1150 NW LOOP 1604 SAN ANTONIO TX,"1150 S Loop 1604 E, San Antonio, Texas, 78264",29.219770871429173,-98.48002419238617
41,580,Parmer and Whitestone H-E-B,2800 EAST WHITESTONE CEDAR PARK TX,"2800 E Whitestone Blvd, Cedar Park, Texas, 78613",30.534337555312305,-97.78330915456766
42,618,Babcock H-E-B,5910 BABCOCK RD SAN ANTONIO TX,"5910 Babcock Rd, San Antonio, Texas, 78240",29.527571833689596,-98.60181689442439
43,687,San Felipe H-E-B,5895 SAN FELIPE STREET HOUSTON TX,"5895 San Felipe St, Houston, Texas, 77057",29.748186000000004,-95.485167
44,705,Spring Creek Market H-E-B,3540 RAYFORD RD SPRING TX,"3540 Rayford Rd, Spring, Texas, 77386",30.107691000000003,-95.387706
